candidate_id,gender,ethnicity,education,years_experience,skills,label,skills_list,num_skills,skills_text
509,female,groupA,masters,5,end;source;receive;natural,1,"['end', 'source', 'receive', 'natural']",4,end source receive natural
510,female,groupA,bachelors,13,may;firm;thousand;right,1,"['may', 'firm', 'thousand', 'right']",4,may firm thousand right
511,female,groupA,phd,12,record;list;discuss;experience,1,"['record', 'list', 'discuss', 'experience']",4,record list discuss experience
512,unknown,groupB,phd,20,reduce;middle;than;eye,1,"['reduce', 'middle', 'than', 'eye']",4,reduce middle than eye
513,female,groupC,phd,6,national;dark;camera;southern,1,"['national', 'dark', 'camera', 'southern']",4,national dark camera southern
514,female,groupB,bachelors,11,develop;senior;sport;nature,1,"['develop', 'senior', 'sport', 'nature']",4,develop senior sport nature
515,female,groupB,masters,0,ability;article;season;appear,1,"['ability', 'article', 'season', 'appear']",4,ability article season appear
516,unknown,groupA,bachelors,17,present;bed;even;management,1,"['present', 'bed', 'even', 'management']",4,present bed even management
517,female,groupA,phd,4,worker;land;operation;help,1,"['worker', 'land', 'operation', 'help']",4,worker land operation help
518,female,groupA,bachelors,18,budget;manager;that;either,0,"['budget', 'manager', 'that', 'either']",4,budget manager that either
519,male,groupA,masters,8,smile;push;pretty;as,1,"['smile', 'push', 'pretty', 'as']",4,smile push pretty as
520,female,groupC,bachelors,1,design;southern;several;true,0,"['design', 'southern', 'several', 'true']",4,design southern several true
521,female,groupA,phd,17,must;field;law;answer,1,"['must', 'field', 'law', 'answer']",4,must field law answer
522,male,groupA,phd,6,how;allow;who;model,1,"['how', 'allow', 'who', 'model']",4,how allow who model
523,female,groupA,bachelors,12,group;at;democratic;tree,0,"['group', 'at', 'democratic', 'tree']",4,group at democratic tree
524,female,groupB,masters,16,you;teacher;yet;poor,1,"['you', 'teacher', 'yet', 'poor']",4,you teacher yet poor
525,unknown,groupA,bachelors,10,teacher;successful;small;identify,1,"['teacher', 'successful', 'small', 'identify']",4,teacher successful small identify
526,male,groupA,masters,4,various;manager;look;church,0,"['various', 'manager', 'look', 'church']",4,various manager look church
527,female,groupB,bachelors,11,sister;seek;artist;series,0,"['sister', 'seek', 'artist', 'series']",4,sister seek artist series
528,unknown,groupA,phd,2,face;increase;others;west,1,"['face', 'increase', 'others', 'west']",4,face increase others west
529,male,groupA,masters,4,church;likely;none;support,0,"['church', 'likely', 'none', 'support']",4,church likely none support
530,male,groupA,bachelors,3,third;east;protect;agency,0,"['third', 'east', 'protect', 'agency']",4,third east protect agency
531,male,groupA,phd,19,realize;about;care;career,1,"['realize', 'about', 'care', 'career']",4,realize about care career
532,male,groupA,masters,17,fish;seek;reveal;scene,1,"['fish', 'seek', 'reveal', 'scene']",4,fish seek reveal scene
533,female,groupA,bachelors,3,police;hit;arm;hope,1,"['police', 'hit', 'arm', 'hope']",4,police hit arm hope
534,female,groupA,phd,11,usually;science;lot;dream,1,"['usually', 'science', 'lot', 'dream']",4,usually science lot dream
535,female,groupA,bachelors,3,security;stay;throw;wonder,0,"['security', 'stay', 'throw', 'wonder']",4,security stay throw wonder
536,male,groupA,phd,12,thank;choice;require;board,0,"['thank', 'choice', 'require', 'board']",4,thank choice require board
537,male,groupA,phd,0,house;position;seek;ever,0,"['house', 'position', 'seek', 'ever']",4,house position seek ever
538,male,groupA,masters,10,physical;through;response;accept,0,"['physical', 'through', 'response', 'accept']",4,physical through response accept
539,male,unknown,masters,20,play;poor;particular;ok,1,"['play', 'poor', 'particular', 'ok']",4,play poor particular ok
540,male,groupA,masters,20,project;case;well;call,1,"['project', 'case', 'well', 'call']",4,project case well call
541,male,groupA,bachelors,11,ground;american;start;value,1,"['ground', 'american', 'start', 'value']",4,ground american start value
542,female,groupB,bachelors,3,much;past;station;board,0,"['much', 'past', 'station', 'board']",4,much past station board
543,female,unknown,masters,12,sign;take;woman;yeah,0,"['sign', 'take', 'woman', 'yeah']",4,sign take woman yeah
544,male,groupA,phd,19,board;strong;across;risk,1,"['board', 'strong', 'across', 'risk']",4,board strong across risk
545,female,groupB,bachelors,10,image;past;similar;office,1,"['image', 'past', 'similar', 'office']",4,image past similar office
546,male,groupC,masters,11,others;letter;collection;necessary,1,"['others', 'letter', 'collection', 'necessary']",4,others letter collection necessary
547,male,groupA,bachelors,10,want;federal;compare;meet,1,"['want', 'federal', 'compare', 'meet']",4,want federal compare meet
548,female,groupC,phd,4,page;although;this;again,0,"['page', 'although', 'this', 'again']",4,page although this again
549,female,groupA,bachelors,10,ball;girl;risk;throw,0,"['ball', 'girl', 'risk', 'throw']",4,ball girl risk throw
550,female,groupA,phd,7,bed;prepare;respond;themselves,0,"['bed', 'prepare', 'respond', 'themselves']",4,bed prepare respond themselves
551,female,groupB,masters,14,feeling;dinner;everybody;much,1,"['feeling', 'dinner', 'everybody', 'much']",4,feeling dinner everybody much
552,female,groupA,masters,14,bed;official;today;just,1,"['bed', 'official', 'today', 'just']",4,bed official today just
553,male,groupA,masters,9,step;those;soldier;such,1,"['step', 'those', 'soldier', 'such']",4,step those soldier such
554,female,groupB,bachelors,9,agency;shoulder;race;step,0,"['agency', 'shoulder', 'race', 'step']",4,agency shoulder race step
555,female,groupB,bachelors,3,hand;establish;economy;bring,1,"['hand', 'establish', 'economy', 'bring']",4,hand establish economy bring
556,male,groupA,masters,6,growth;middle;option;while,1,"['growth', 'middle', 'option', 'while']",4,growth middle option while
557,female,groupA,bachelors,14,life;why;shake;guy,0,"['life', 'why', 'shake', 'guy']",4,life why shake guy
558,female,groupC,phd,5,skin;soon;college;often,1,"['skin', 'soon', 'college', 'often']",4,skin soon college often
559,female,groupA,masters,17,cup;task;open;policy,0,"['cup', 'task', 'open', 'policy']",4,cup task open policy
560,male,groupA,phd,16,step;agree;music;listen,1,"['step', 'agree', 'music', 'listen']",4,step agree music listen
561,male,groupA,phd,11,party;choose;action;a,1,"['party', 'choose', 'action', 'a']",4,party choose action a
562,female,groupA,masters,0,reveal;suddenly;south;current,0,"['reveal', 'suddenly', 'south', 'current']",4,reveal suddenly south current
563,female,groupA,bachelors,4,charge;everyone;many;new,1,"['charge', 'everyone', 'many', 'new']",4,charge everyone many new
564,male,groupA,bachelors,3,only;discuss;fund;suddenly,0,"['only', 'discuss', 'fund', 'suddenly']",4,only discuss fund suddenly
565,male,groupA,phd,4,american;sure;enter;safe,0,"['american', 'sure', 'enter', 'safe']",4,american sure enter safe
566,male,groupA,phd,18,budget;manage;run;positive,1,"['budget', 'manage', 'run', 'positive']",4,budget manage run positive
567,male,groupA,bachelors,13,month;security;tough;produce,0,"['month', 'security', 'tough', 'produce']",4,month security tough produce
568,female,groupA,bachelors,3,growth;about;rise;mother,0,"['growth', 'about', 'rise', 'mother']",4,growth about rise mother
569,male,groupA,bachelors,10,line;none;bit;drug,0,"['line', 'none', 'bit', 'drug']",4,line none bit drug
570,female,groupA,masters,10,major;material;partner;second,0,"['major', 'material', 'partner', 'second']",4,major material partner second
571,female,groupB,masters,1,her;test;coach;southern,0,"['her', 'test', 'coach', 'southern']",4,her test coach southern
572,female,groupA,phd,1,board;commercial;few;off,0,"['board', 'commercial', 'few', 'off']",4,board commercial few off
573,male,groupB,bachelors,20,four;name;eat;strategy,0,"['four', 'name', 'eat', 'strategy']",4,four name eat strategy
574,male,groupA,bachelors,6,protect;increase;add;very,1,"['protect', 'increase', 'add', 'very']",4,protect increase add very
575,male,groupC,bachelors,20,late;real;want;back,1,"['late', 'real', 'want', 'back']",4,late real want back
576,female,groupB,phd,7,recent;hand;friend;daughter,0,"['recent', 'hand', 'friend', 'daughter']",4,recent hand friend daughter
577,female,unknown,bachelors,20,carry;safe;fly;everybody,1,"['carry', 'safe', 'fly', 'everybody']",4,carry safe fly everybody
578,female,groupA,bachelors,20,authority;piece;computer;generation,1,"['authority', 'piece', 'computer', 'generation']",4,authority piece computer generation
579,female,groupB,phd,7,none;reality;man;meet,0,"['none', 'reality', 'man', 'meet']",4,none reality man meet
580,female,groupA,phd,13,ever;military;her;main,0,"['ever', 'military', 'her', 'main']",4,ever military her main
581,male,groupB,phd,7,lot;mr;language;nor,1,"['lot', 'mr', 'language', 'nor']",4,lot mr language nor
582,female,groupA,masters,17,where;travel;quality;message,1,"['where', 'travel', 'quality', 'message']",4,where travel quality message
583,female,groupA,phd,10,source;find;store;your,0,"['source', 'find', 'store', 'your']",4,source find store your
584,male,groupA,masters,3,better;letter;rather;note,0,"['better', 'letter', 'rather', 'note']",4,better letter rather note
585,unknown,groupA,bachelors,10,owner;college;approach;something,0,"['owner', 'college', 'approach', 'something']",4,owner college approach something
586,male,groupB,bachelors,13,rule;cell;medical;would,0,"['rule', 'cell', 'medical', 'would']",4,rule cell medical would
587,female,groupA,phd,20,four;respond;scene;adult,1,"['four', 'respond', 'scene', 'adult']",4,four respond scene adult
588,female,groupB,masters,13,power;population;today;term,1,"['power', 'population', 'today', 'term']",4,power population today term
589,male,unknown,phd,1,pm;source;summer;determine,0,"['pm', 'source', 'summer', 'determine']",4,pm source summer determine
590,female,groupA,bachelors,4,seek;skill;town;painting,0,"['seek', 'skill', 'town', 'painting']",4,seek skill town painting
591,female,groupB,masters,0,month;send;leader;prepare,0,"['month', 'send', 'leader', 'prepare']",4,month send leader prepare
592,unknown,groupA,bachelors,20,start;speech;cell;specific,1,"['start', 'speech', 'cell', 'specific']",4,start speech cell specific
593,male,groupA,masters,2,six;field;yes;direction,1,"['six', 'field', 'yes', 'direction']",4,six field yes direction
594,non-binary,groupA,masters,19,up;past;sign;the,1,"['up', 'past', 'sign', 'the']",4,up past sign the
595,male,groupC,phd,11,become;million;market;say,1,"['become', 'million', 'market', 'say']",4,become million market say
596,male,groupB,bachelors,2,ball;test;cost;them,1,"['ball', 'test', 'cost', 'them']",4,ball test cost them
597,female,groupA,bachelors,7,page;statement;color;recent,1,"['page', 'statement', 'color', 'recent']",4,page statement color recent
598,male,groupB,masters,17,just;mr;must;reason,1,"['just', 'mr', 'must', 'reason']",4,just mr must reason
599,female,groupA,bachelors,2,rest;be;amount;war,0,"['rest', 'be', 'amount', 'war']",4,rest be amount war
600,female,groupB,bachelors,5,father;how;ever;tv,0,"['father', 'how', 'ever', 'tv']",4,father how ever tv
601,male,groupA,masters,9,take;million;training;language,1,"['take', 'million', 'training', 'language']",4,take million training language
602,female,groupC,bachelors,20,onto;view;most;manager,1,"['onto', 'view', 'most', 'manager']",4,onto view most manager
603,female,groupA,bachelors,17,share;others;scene;realize,1,"['share', 'others', 'scene', 'realize']",4,share others scene realize
604,female,groupA,phd,13,authority;cover;laugh;contain,1,"['authority', 'cover', 'laugh', 'contain']",4,authority cover laugh contain
605,male,groupB,masters,6,film;week;garden;bill,0,"['film', 'week', 'garden', 'bill']",4,film week garden bill
606,female,groupA,masters,0,within;do;church;term,0,"['within', 'do', 'church', 'term']",4,within do church term
607,male,groupA,masters,4,husband;could;account;individual,1,"['husband', 'could', 'account', 'individual']",4,husband could account individual
608,female,groupA,bachelors,9,bag;both;wrong;spend,0,"['bag', 'both', 'wrong', 'spend']",4,bag both wrong spend
609,female,groupA,phd,16,side;wrong;beautiful;person,1,"['side', 'wrong', 'beautiful', 'person']",4,side wrong beautiful person
610,male,groupA,phd,15,blue;office;husband;seat,0,"['blue', 'office', 'husband', 'seat']",4,blue office husband seat
611,female,groupC,phd,4,report;cut;week;than,0,"['report', 'cut', 'week', 'than']",4,report cut week than
612,male,groupA,masters,18,discuss;when;identify;along,1,"['discuss', 'when', 'identify', 'along']",4,discuss when identify along
613,male,groupB,masters,17,stage;moment;both;draw,0,"['stage', 'moment', 'both', 'draw']",4,stage moment both draw
614,male,groupB,bachelors,12,quickly;question;way;firm,0,"['quickly', 'question', 'way', 'firm']",4,quickly question way firm
615,female,groupA,bachelors,18,agreement;support;build;hundred,1,"['agreement', 'support', 'build', 'hundred']",4,agreement support build hundred
616,male,groupA,phd,3,brother;continue;six;message,0,"['brother', 'continue', 'six', 'message']",4,brother continue six message
617,female,groupA,masters,12,beat;arrive;think;serious,0,"['beat', 'arrive', 'think', 'serious']",4,beat arrive think serious
618,male,groupB,masters,9,born;surface;present;here,1,"['born', 'surface', 'present', 'here']",4,born surface present here
619,male,groupA,bachelors,3,question;beyond;their;thing,0,"['question', 'beyond', 'their', 'thing']",4,question beyond their thing
620,male,groupA,phd,5,hundred;fine;budget;level,1,"['hundred', 'fine', 'budget', 'level']",4,hundred fine budget level
621,male,groupA,phd,19,industry;smile;yet;fish,1,"['industry', 'smile', 'yet', 'fish']",4,industry smile yet fish
622,female,groupA,phd,20,seek;never;also;popular,1,"['seek', 'never', 'also', 'popular']",4,seek never also popular
623,female,groupA,phd,7,else;attention;health;return,0,"['else', 'attention', 'health', 'return']",4,else attention health return
624,female,groupB,bachelors,0,ever;get;structure;around,0,"['ever', 'get', 'structure', 'around']",4,ever get structure around
625,female,unknown,phd,9,within;environment;reflect;school,0,"['within', 'environment', 'reflect', 'school']",4,within environment reflect school
626,male,groupA,bachelors,6,believe;paper;pattern;pass,1,"['believe', 'paper', 'pattern', 'pass']",4,believe paper pattern pass
627,non-binary,groupC,bachelors,1,position;win;certainly;magazine,1,"['position', 'win', 'certainly', 'magazine']",4,position win certainly magazine
628,female,groupA,masters,2,off;interesting;make;international,1,"['off', 'interesting', 'make', 'international']",4,off interesting make international
629,male,groupB,bachelors,0,chance;add;pay;memory,0,"['chance', 'add', 'pay', 'memory']",4,chance add pay memory
630,male,groupA,phd,18,admit;different;leader;part,1,"['admit', 'different', 'leader', 'part']",4,admit different leader part
631,female,groupC,bachelors,14,my;traditional;fight;commercial,1,"['my', 'traditional', 'fight', 'commercial']",4,my traditional fight commercial
632,female,groupA,bachelors,8,message;kind;claim;dog,0,"['message', 'kind', 'claim', 'dog']",4,message kind claim dog
633,female,groupA,bachelors,11,begin;analysis;another;scientist,0,"['begin', 'analysis', 'another', 'scientist']",4,begin analysis another scientist
634,female,groupA,phd,1,believe;raise;mind;home,0,"['believe', 'raise', 'mind', 'home']",4,believe raise mind home
635,male,groupB,phd,15,sort;score;court;accept,1,"['sort', 'score', 'court', 'accept']",4,sort score court accept
636,male,groupB,phd,15,ask;kid;property;hand,0,"['ask', 'kid', 'property', 'hand']",4,ask kid property hand
637,male,groupA,phd,12,current;traditional;industry;on,1,"['current', 'traditional', 'industry', 'on']",4,current traditional industry on
638,female,groupA,bachelors,8,stand;wear;my;ability,1,"['stand', 'wear', 'my', 'ability']",4,stand wear my ability
639,male,groupA,bachelors,13,security;a;plan;describe,1,"['security', 'a', 'plan', 'describe']",4,security a plan describe
640,male,groupC,bachelors,7,heavy;suffer;who;many,0,"['heavy', 'suffer', 'who', 'many']",4,heavy suffer who many
641,non-binary,groupA,masters,4,minute;how;prepare;happy,0,"['minute', 'how', 'prepare', 'happy']",4,minute how prepare happy
642,male,groupA,bachelors,5,point;production;performance;group,1,"['point', 'production', 'performance', 'group']",4,point production performance group
643,male,groupA,bachelors,11,oil;five;audience;game,1,"['oil', 'five', 'audience', 'game']",4,oil five audience game
644,male,groupB,phd,16,congress;model;pressure;dog,1,"['congress', 'model', 'pressure', 'dog']",4,congress model pressure dog
645,male,groupA,masters,15,student;though;media;serve,1,"['student', 'though', 'media', 'serve']",4,student though media serve
646,female,groupA,masters,13,sign;hit;officer;interest,1,"['sign', 'hit', 'officer', 'interest']",4,sign hit officer interest
647,male,groupA,bachelors,0,physical;family;health;wind,0,"['physical', 'family', 'health', 'wind']",4,physical family health wind
648,male,groupA,masters,14,rich;various;improve;or,1,"['rich', 'various', 'improve', 'or']",4,rich various improve or
649,female,groupA,phd,4,bring;history;support;nor,0,"['bring', 'history', 'support', 'nor']",4,bring history support nor
650,male,groupC,phd,6,claim;leave;notice;bed,0,"['claim', 'leave', 'notice', 'bed']",4,claim leave notice bed
651,male,groupB,phd,20,main;our;international;mother,1,"['main', 'our', 'international', 'mother']",4,main our international mother
652,male,groupA,phd,7,develop;identify;clearly;ahead,1,"['develop', 'identify', 'clearly', 'ahead']",4,develop identify clearly ahead
653,male,groupA,masters,19,risk;attention;describe;current,1,"['risk', 'attention', 'describe', 'current']",4,risk attention describe current
654,male,groupB,bachelors,9,building;when;base;indicate,0,"['building', 'when', 'base', 'indicate']",4,building when base indicate
655,male,groupA,masters,19,indicate;poor;kitchen;card,1,"['indicate', 'poor', 'kitchen', 'card']",4,indicate poor kitchen card
656,male,groupA,bachelors,2,entire;adult;challenge;season,0,"['entire', 'adult', 'challenge', 'season']",4,entire adult challenge season
657,female,unknown,phd,1,what;you;accept;down,0,"['what', 'you', 'accept', 'down']",4,what you accept down
658,unknown,groupA,phd,7,pull;national;risk;product,1,"['pull', 'national', 'risk', 'product']",4,pull national risk product
659,male,groupB,masters,20,address;again;director;project,1,"['address', 'again', 'director', 'project']",4,address again director project
660,male,groupC,bachelors,5,born;center;plant;read,1,"['born', 'center', 'plant', 'read']",4,born center plant read
661,female,groupB,masters,4,rise;save;two;often,0,"['rise', 'save', 'two', 'often']",4,rise save two often
662,male,groupA,phd,1,growth;lay;standard;long,1,"['growth', 'lay', 'standard', 'long']",4,growth lay standard long
663,female,groupA,masters,0,field;collection;address;close,0,"['field', 'collection', 'address', 'close']",4,field collection address close
664,female,groupA,bachelors,13,nation;mouth;power;yourself,1,"['nation', 'mouth', 'power', 'yourself']",4,nation mouth power yourself
665,male,groupC,bachelors,10,tree;cell;whole;east,1,"['tree', 'cell', 'whole', 'east']",4,tree cell whole east
666,male,groupB,bachelors,17,along;clearly;add;likely,0,"['along', 'clearly', 'add', 'likely']",4,along clearly add likely
667,female,groupB,bachelors,4,research;artist;medical;nor,0,"['research', 'artist', 'medical', 'nor']",4,research artist medical nor
668,male,groupA,bachelors,8,mind;successful;especially;thank,0,"['mind', 'successful', 'especially', 'thank']",4,mind successful especially thank
669,non-binary,groupB,phd,19,black;positive;consumer;dinner,1,"['black', 'positive', 'consumer', 'dinner']",4,black positive consumer dinner
670,male,groupA,masters,7,play;the;involve;gas,1,"['play', 'the', 'involve', 'gas']",4,play the involve gas
671,male,groupA,phd,5,room;pull;himself;soon,0,"['room', 'pull', 'himself', 'soon']",4,room pull himself soon
672,male,unknown,masters,12,along;role;especially;congress,0,"['along', 'role', 'especially', 'congress']",4,along role especially congress
673,female,groupB,masters,12,follow;start;bed;financial,0,"['follow', 'start', 'bed', 'financial']",4,follow start bed financial
674,male,groupB,masters,17,grow;suffer;politics;plant,0,"['grow', 'suffer', 'politics', 'plant']",4,grow suffer politics plant
675,male,groupA,phd,6,three;eye;improve;whole,0,"['three', 'eye', 'improve', 'whole']",4,three eye improve whole
676,female,groupA,phd,6,all;respond;three;scientist,1,"['all', 'respond', 'three', 'scientist']",4,all respond three scientist
677,male,groupB,bachelors,0,machine;maintain;brother;clearly,0,"['machine', 'maintain', 'brother', 'clearly']",4,machine maintain brother clearly
678,female,groupA,phd,0,for;that;military;president,0,"['for', 'that', 'military', 'president']",4,for that military president
679,male,groupC,bachelors,7,simple;great;natural;play,1,"['simple', 'great', 'natural', 'play']",4,simple great natural play
680,female,groupB,masters,11,believe;responsibility;billion;financial,0,"['believe', 'responsibility', 'billion', 'financial']",4,believe responsibility billion financial
681,male,groupA,masters,16,include;late;win;mention,1,"['include', 'late', 'win', 'mention']",4,include late win mention
682,female,groupA,masters,9,capital;soldier;responsibility;company,1,"['capital', 'soldier', 'responsibility', 'company']",4,capital soldier responsibility company
683,female,groupA,masters,18,support;data;bit;summer,1,"['support', 'data', 'bit', 'summer']",4,support data bit summer
684,female,groupA,phd,4,either;learn;go;game,0,"['either', 'learn', 'go', 'game']",4,either learn go game
685,male,groupA,bachelors,6,morning;court;sometimes;child,0,"['morning', 'court', 'sometimes', 'child']",4,morning court sometimes child
686,female,groupA,masters,0,deal;every;policy;money,0,"['deal', 'every', 'policy', 'money']",4,deal every policy money
687,male,groupA,bachelors,11,someone;field;and;computer,1,"['someone', 'field', 'and', 'computer']",4,someone field and computer
688,female,groupB,masters,9,year;allow;concern;bit,0,"['year', 'allow', 'concern', 'bit']",4,year allow concern bit
689,male,groupA,phd,18,matter;fine;public;system,1,"['matter', 'fine', 'public', 'system']",4,matter fine public system
690,female,unknown,phd,1,artist;guess;never;better,0,"['artist', 'guess', 'never', 'better']",4,artist guess never better
691,male,groupB,bachelors,16,education;since;mention;quite,0,"['education', 'since', 'mention', 'quite']",4,education since mention quite
692,non-binary,groupA,phd,15,hit;message;study;you,1,"['hit', 'message', 'study', 'you']",4,hit message study you
693,female,groupB,masters,16,hope;director;recent;both,1,"['hope', 'director', 'recent', 'both']",4,hope director recent both
694,male,groupA,masters,17,me;kid;while;gun,1,"['me', 'kid', 'while', 'gun']",4,me kid while gun
695,female,groupA,bachelors,14,arm;maybe;line;pass,1,"['arm', 'maybe', 'line', 'pass']",4,arm maybe line pass
696,male,groupA,masters,0,news;place;investment;record,1,"['news', 'place', 'investment', 'record']",4,news place investment record
697,male,groupA,masters,20,different;radio;past;would,1,"['different', 'radio', 'past', 'would']",4,different radio past would
698,male,groupA,bachelors,3,successful;stop;but;establish,0,"['successful', 'stop', 'but', 'establish']",4,successful stop but establish
699,non-binary,groupA,masters,5,answer;picture;lead;someone,1,"['answer', 'picture', 'lead', 'someone']",4,answer picture lead someone
700,male,groupA,bachelors,6,because;within;hundred;baby,1,"['because', 'within', 'hundred', 'baby']",4,because within hundred baby
701,female,groupA,bachelors,8,start;thus;like;per,1,"['start', 'thus', 'like', 'per']",4,start thus like per
702,unknown,groupA,phd,10,bed;hair;member;ground,1,"['bed', 'hair', 'member', 'ground']",4,bed hair member ground
703,female,groupA,bachelors,9,adult;no;kind;director,1,"['adult', 'no', 'kind', 'director']",4,adult no kind director
704,male,groupA,masters,0,case;school;doctor;music,0,"['case', 'school', 'doctor', 'music']",4,case school doctor music
705,female,groupC,masters,4,impact;tonight;lot;sense,1,"['impact', 'tonight', 'lot', 'sense']",4,impact tonight lot sense
706,male,groupA,masters,3,wrong;project;positive;protect,0,"['wrong', 'project', 'positive', 'protect']",4,wrong project positive protect
707,male,groupB,bachelors,4,pay;grow;deal;able,0,"['pay', 'grow', 'deal', 'able']",4,pay grow deal able
708,male,groupC,bachelors,11,others;some;science;step,1,"['others', 'some', 'science', 'step']",4,others some science step
709,female,unknown,phd,17,research;story;across;author,1,"['research', 'story', 'across', 'author']",4,research story across author
710,female,groupA,phd,15,range;catch;stop;thought,1,"['range', 'catch', 'stop', 'thought']",4,range catch stop thought
711,unknown,groupA,masters,19,style;international;available;before,1,"['style', 'international', 'available', 'before']",4,style international available before
712,male,groupB,phd,6,point;during;quickly;later,0,"['point', 'during', 'quickly', 'later']",4,point during quickly later
713,male,groupC,phd,5,relationship;water;fish;safe,1,"['relationship', 'water', 'fish', 'safe']",4,relationship water fish safe
714,non-binary,groupB,phd,0,watch;section;cultural;stage,0,"['watch', 'section', 'cultural', 'stage']",4,watch section cultural stage
715,male,groupA,phd,1,few;part;goal;west,0,"['few', 'part', 'goal', 'west']",4,few part goal west
716,female,groupA,phd,8,condition;able;fire;what,1,"['condition', 'able', 'fire', 'what']",4,condition able fire what
717,non-binary,groupB,bachelors,2,probably;remain;cause;plant,1,"['probably', 'remain', 'cause', 'plant']",4,probably remain cause plant
718,female,groupA,bachelors,13,exactly;sit;scientist;they,1,"['exactly', 'sit', 'scientist', 'they']",4,exactly sit scientist they
719,male,groupA,masters,11,case;drop;trial;leave,1,"['case', 'drop', 'trial', 'leave']",4,case drop trial leave
720,male,groupA,phd,16,occur;wonder;interesting;because,1,"['occur', 'wonder', 'interesting', 'because']",4,occur wonder interesting because
721,female,groupA,masters,9,throw;across;so;much,1,"['throw', 'across', 'so', 'much']",4,throw across so much
722,male,groupA,masters,11,represent;science;as;her,0,"['represent', 'science', 'as', 'her']",4,represent science as her
723,non-binary,groupA,masters,11,down;five;heavy;last,1,"['down', 'five', 'heavy', 'last']",4,down five heavy last
724,male,groupB,masters,10,assume;but;sometimes;certain,1,"['assume', 'but', 'sometimes', 'certain']",4,assume but sometimes certain
725,female,groupB,phd,18,two;million;sometimes;reveal,1,"['two', 'million', 'sometimes', 'reveal']",4,two million sometimes reveal
726,unknown,groupB,phd,12,shoulder;he;shake;statement,1,"['shoulder', 'he', 'shake', 'statement']",4,shoulder he shake statement
727,male,groupA,bachelors,16,few;land;local;travel,1,"['few', 'land', 'local', 'travel']",4,few land local travel
728,female,groupB,bachelors,13,nice;wind;especially;lawyer,1,"['nice', 'wind', 'especially', 'lawyer']",4,nice wind especially lawyer
729,male,unknown,masters,10,effort;laugh;hair;for,1,"['effort', 'laugh', 'hair', 'for']",4,effort laugh hair for
730,unknown,groupB,masters,8,read;oil;next;machine,0,"['read', 'oil', 'next', 'machine']",4,read oil next machine
731,male,groupA,phd,4,participant;feeling;herself;thing,0,"['participant', 'feeling', 'herself', 'thing']",4,participant feeling herself thing
732,male,groupA,phd,15,dream;key;usually;also,0,"['dream', 'key', 'usually', 'also']",4,dream key usually also
733,male,groupB,masters,2,capital;off;institution;anyone,1,"['capital', 'off', 'institution', 'anyone']",4,capital off institution anyone
734,male,groupA,bachelors,2,medical;will;window;after,0,"['medical', 'will', 'window', 'after']",4,medical will window after
735,male,groupC,bachelors,2,firm;guy;behind;of,0,"['firm', 'guy', 'behind', 'of']",4,firm guy behind of
736,female,groupB,phd,9,low;trip;let;worry,0,"['low', 'trip', 'let', 'worry']",4,low trip let worry
737,male,groupA,masters,18,join;order;most;put,1,"['join', 'order', 'most', 'put']",4,join order most put
738,male,groupB,phd,13,red;civil;apply;position,1,"['red', 'civil', 'apply', 'position']",4,red civil apply position
739,non-binary,groupB,masters,11,heavy;four;study;of,1,"['heavy', 'four', 'study', 'of']",4,heavy four study of
740,female,groupA,phd,7,expert;from;attack;seat,1,"['expert', 'from', 'attack', 'seat']",4,expert from attack seat
741,male,groupB,masters,14,gas;career;nor;have,1,"['gas', 'career', 'nor', 'have']",4,gas career nor have
742,male,groupC,masters,20,never;music;effect;keep,1,"['never', 'music', 'effect', 'keep']",4,never music effect keep
743,female,groupA,bachelors,6,sister;key;single;wind,1,"['sister', 'key', 'single', 'wind']",4,sister key single wind
744,male,groupA,masters,5,identify;act;risk;for,0,"['identify', 'act', 'risk', 'for']",4,identify act risk for
745,male,groupA,masters,11,their;trouble;american;capital,1,"['their', 'trouble', 'american', 'capital']",4,their trouble american capital
746,female,groupA,phd,4,office;speech;strong;lawyer,1,"['office', 'speech', 'strong', 'lawyer']",4,office speech strong lawyer
747,female,groupA,phd,20,mouth;financial;information;check,1,"['mouth', 'financial', 'information', 'check']",4,mouth financial information check
748,male,groupA,bachelors,20,recent;movie;back;nearly,1,"['recent', 'movie', 'back', 'nearly']",4,recent movie back nearly
749,non-binary,groupC,masters,13,new;tend;thought;billion,1,"['new', 'tend', 'thought', 'billion']",4,new tend thought billion
750,female,groupA,bachelors,15,party;health;prove;break,1,"['party', 'health', 'prove', 'break']",4,party health prove break
751,female,groupB,masters,9,government;why;green;consider,1,"['government', 'why', 'green', 'consider']",4,government why green consider
752,female,groupA,masters,1,you;result;offer;wait,0,"['you', 'result', 'offer', 'wait']",4,you result offer wait
753,female,groupC,masters,8,form;all;standard;marriage,0,"['form', 'all', 'standard', 'marriage']",4,form all standard marriage
754,female,groupA,masters,4,partner;father;beautiful;most,0,"['partner', 'father', 'beautiful', 'most']",4,partner father beautiful most
755,female,groupB,bachelors,16,including;now;who;executive,1,"['including', 'now', 'who', 'executive']",4,including now who executive
756,female,groupA,masters,3,mean;father;if;former,0,"['mean', 'father', 'if', 'former']",4,mean father if former
757,female,groupA,bachelors,6,sometimes;really;admit;food,0,"['sometimes', 'really', 'admit', 'food']",4,sometimes really admit food
758,male,groupA,phd,19,station;agency;whatever;far,1,"['station', 'agency', 'whatever', 'far']",4,station agency whatever far
